源编号,源类,年份,行业代码,行业名称,设备类型,排口编号,核算项数,分类理由
SRC-RAW-01D9AB2CDF4A1670CD27,工业锅炉,2022,1910,皮革鞣制加工,燃气锅炉,DA001,9,[]
SRC-RAW-DE6CF0F339F6A281C8E7,工业锅炉,2022,1929,其他皮革制品制造,燃气锅炉,DA002,9,[]
SRC-RAW-FF4FDD3FE6D694ABFB68,工业锅炉,2022,1929,其他皮革制品制造,燃气锅炉,DA002,9,[]
SRC-RAW-14C9DB656F37F9BAB492,工业锅炉,2022,1929,其他皮革制品制造,燃气锅炉,DA002,9,[]
SRC-RAW-EF9AA0E4ECFE0E125DE0,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA002,9,[]
SRC-RAW-76B58836535B9B0D5F34,工业锅炉,2022,2762,基因工程药物和疫苗制造,燃气锅炉,DA002,9,[]
SRC-RAW-9F7C018D9F308C895486,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA006,9,[]
SRC-RAW-8C7EE0722C1D117A4BCC,范围外,2022,2929,塑料零件及其他塑料制品制造,燃生物质锅炉,DA014,0,[]
SRC-RAW-1FBE1106E95C47686EE2,工业锅炉,2022,2720,化学药品制剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-33C76623DC2D62A0B005,工业锅炉,2022,2720,化学药品制剂制造,燃气锅炉,DA002,9,[]
SRC-RAW-820B679ABEF8EE9BB1C0,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA005,9,[]
SRC-RAW-96B4DCAD693CACAFDDB0,工业锅炉,2022,2822,涤纶纤维制造,燃气锅炉,DA002,9,[]
SRC-RAW-69BE425FB14237D14D4F,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA005,9,[]
SRC-RAW-BCA92445D612DD2A747A,工业锅炉,2022,1352,禽类屠宰,燃气锅炉,DA004,9,[]
SRC-RAW-61716C82811D73C883C0,工业锅炉,2022,1352,禽类屠宰,燃气锅炉,DA004,9,[]
SRC-RAW-26DEDB3969C398E2B1FF,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-B489222605488C21FC3D,工业锅炉,2022,1372,食用菌加工,燃油锅炉,DA001,9,[]
SRC-RAW-78D3BC298F6AC43A9719,工业锅炉,2022,1372,食用菌加工,燃油锅炉,DA002,9,[]
SRC-RAW-40EE6F46F56109589876,工业锅炉,2022,1953,塑料鞋制造,燃气锅炉,DA001,9,[]
SRC-RAW-AF828E9FE765DD8EDEB2,工业锅炉,2022,2643,工业颜料制造,燃气锅炉,DA005,9,[]
SRC-RAW-B244EBAFC805C7C14817,工业锅炉,2022,2643,工业颜料制造,燃气锅炉,DA005,9,[]
SRC-RAW-E699A566BA0C2AE488C2,工业锅炉,2022,1529,茶饮料及其他饮料制造,燃气锅炉,DA001,9,[]
SRC-RAW-8609D61ABDBC02DD79DF,工业锅炉,2022,1752,化纤织物染整精加工,燃煤锅炉,DA001,9,[]
SRC-RAW-09C6CCAF8D6A8EDED319,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-8898856972BCAB6DB4E8,工业锅炉,2022,3033,防水建筑材料制造,燃气锅炉,DA002,9,[]
SRC-RAW-6BBB6246129B49B9361A,工业锅炉,2022,1752,化纤织物染整精加工,燃油锅炉,DA001,9,[]
SRC-RAW-A3FC89857B3DA6406DD0,范围外,2022,2661,化学试剂和助剂制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-F914A616C8E55FEF753E,范围外,2022,2022,纤维板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-117B6B78C90DA85F3121,工业锅炉,2022,1959,其他制鞋业,燃气锅炉,DA066,9,[]
SRC-RAW-EEB8D640797C27A781C5,工业锅炉,2022,1959,其他制鞋业,燃气锅炉,DA066,9,[]
SRC-RAW-BC0F03727CF8B2A2F2A0,范围外,2022,3219,其他常用有色金属冶炼,燃生物质锅炉,DA001,0,[]
SRC-RAW-C374A27CA6F611F35974,范围外,2022,3219,其他常用有色金属冶炼,燃生物质锅炉,DA002,0,[]
SRC-RAW-CE9833E122537558B8B4,范围外,2022,3219,其他常用有色金属冶炼,燃生物质锅炉,DA001,0,[]
SRC-RAW-7CCB6E696613130D76D7,工业锅炉,2022,1959,其他制鞋业,燃气锅炉,DA014,9,[]
SRC-RAW-0FBF1AE64486BC41E2E2,工业锅炉,2022,1959,其他制鞋业,燃气锅炉,DA014,9,[]
SRC-RAW-73E4E4285CE8E22F1836,工业锅炉,2022,3211,铜冶炼,燃油锅炉,DA005,9,[]
SRC-RAW-8A2155AB0C0925900357,范围外,2022,1713,棉印染精加工,燃生物质锅炉,DA001,0,[]
SRC-RAW-D9E37F4156943AA47187,工业锅炉,2022,2661,化学试剂和助剂制造,燃油锅炉,DA001,9,[]
SRC-RAW-C0F7F4B28DF812E60FBA,范围外,2022,1329,其他饲料加工,,DA001,0,[]
SRC-RAW-82E86066753F19EEADF3,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-4FEA934F8F98FC5589B9,工业锅炉,2022,2021,胶合板制造,其他锅炉,DA001,9,[]
SRC-RAW-41263A134690B5867249,工业锅炉,2022,2021,胶合板制造,其他锅炉,DA002,9,[]
SRC-RAW-6246BE15DB6A063E12E1,工业锅炉,2022,2021,胶合板制造,其他锅炉,DA003,9,[]
SRC-RAW-0895632A86EED5D40752,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-978E78DC0AC5A1A82FE9,工业锅炉,2022,2021,胶合板制造,燃气锅炉,DA001,9,[]
SRC-RAW-C16414F3F027F3E52E2B,工业锅炉,2022,2021,胶合板制造,燃气锅炉,DA001,9,[]
SRC-RAW-FFB2E4B9038109A5C3DF,工业锅炉,2022,2021,胶合板制造,燃气锅炉,DA001,9,[]
SRC-RAW-30176F7B6938ADFEBE23,范围外,2022,4520,生物质燃气生产和供应业,燃气锅炉,DA002,0,[]
SRC-RAW-228287CEAB7F44D7EA64,范围外,2022,4520,生物质燃气生产和供应业,燃气锅炉,DA003,0,[]
SRC-RAW-BAD4C61295079E328A75,范围外,2022,4520,生物质燃气生产和供应业,燃生物质锅炉,DA002,0,[]
SRC-RAW-7B4BC8539352DD563012,火电热力,2022,4430,热力生产和供应,燃煤锅炉,DA001,9,[]
SRC-RAW-39F79DE3E1F2B10AD763,火电热力,2022,4430,热力生产和供应,燃煤锅炉,DA001,9,[]
SRC-RAW-179DE2302B7639EA7357,火电热力,2022,4430,热力生产和供应,燃煤锅炉,DA001,9,[]
SRC-RAW-3C2BFE2821CAF6CED5D7,火电热力,2022,4430,热力生产和供应,燃煤锅炉,DA001,9,[]
SRC-RAW-368E6E56A5EF575C661A,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA006,9,[]
SRC-RAW-3EB376C5BB9CE6B86B22,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA006,9,[]
SRC-RAW-CF8FB41A911B44A04E24,工业锅炉,2022,3021,水泥制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-D5C7085FD645AD7428D7,工业锅炉,2022,2927,日用塑料制品制造,燃煤锅炉,DA004,9,[]
SRC-RAW-38FE208766B1AB83868A,工业锅炉,2022,3333,金属包装容器及材料制造,燃气锅炉,DA003,9,[]
SRC-RAW-1DF4565635A9C550810E,工业锅炉,2022,1529,茶饮料及其他饮料制造,燃气锅炉,DA001,9,[]
SRC-RAW-BF0837CDD836C0EF322B,工业锅炉,2022,1529,茶饮料及其他饮料制造,燃气锅炉,DA002,9,[]
SRC-RAW-91FD04B171830099D450,工业锅炉,2022,3464,制冷、空调设备制造,燃油锅炉,DA403,9,[]
SRC-RAW-1BB88A51E2EF7D2A85F3,工业锅炉,2022,3251,铜压延加工,燃煤锅炉,DA001,9,[]
SRC-RAW-92298738751CA446F7FC,工业锅炉,2022,3251,铜压延加工,燃煤锅炉,DA001,9,[]
SRC-RAW-CABDFDEAF8733EAD625C,工业锅炉,2022,1713,棉印染精加工,燃煤锅炉,DA025,9,[]
SRC-RAW-160282C53287E4BC8DD3,工业锅炉,2022,1713,棉印染精加工,燃煤锅炉,DA025,9,[]
SRC-RAW-D990A4C88131D6C7DE52,范围外,2022,1713,棉印染精加工,,DA003,0,[]
SRC-RAW-B7E708DF866D48239EEC,范围外,2022,1713,棉印染精加工,,DA025,0,[]
SRC-RAW-8AF6D32E41945CB0B717,范围外,2022,1713,棉印染精加工,,DA025,0,[]
SRC-RAW-B186FE87FB747B3754C6,工业锅炉,2022,1529,茶饮料及其他饮料制造,燃煤锅炉,DA241,9,[]
SRC-RAW-E64D8F17B7357640302C,工业锅炉,2022,1529,茶饮料及其他饮料制造,燃煤锅炉,DA241,9,[]
SRC-RAW-FC36C2551BC36BAC742B,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA004,9,[]
SRC-RAW-AE084D5862E254C8BDD7,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA006,9,[]
SRC-RAW-C5108CDCAE2E015825C7,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA006,9,[]
SRC-RAW-E348BB5E105793A1C4B3,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA006,9,[]
SRC-RAW-D7B908699C56CDB87422,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA005,9,[]
SRC-RAW-1EC1B3A7BDEBCBDC0B18,工业锅炉,2022,1752,化纤织物染整精加工,燃煤锅炉,DA007,9,[]
SRC-RAW-B6BC009B5BBFD59FD425,工业锅炉,2022,2929,塑料零件及其他塑料制品制造,燃气锅炉,DA006,9,[]
SRC-RAW-555AC0E83B21D681E350,工业锅炉,2022,1713,棉印染精加工,燃煤锅炉,DA002,9,[]
SRC-RAW-9BB4071A4F3FCB9C5BCD,工业锅炉,2022,2645,染料制造,燃气锅炉,DA001,9,[]
SRC-RAW-B86236186E12F46DFB97,工业锅炉,2022,1723,毛染整精加工,燃煤锅炉,DA007,9,[]
SRC-RAW-1C9F4318707277E8E2CA,范围外,2022,1723,毛染整精加工,,DA008,0,[]
SRC-RAW-C01D2FC1F4300560D675,范围外,2022,1723,毛染整精加工,,DA008,0,[]
SRC-RAW-638885D6514352378C6A,范围外,2022,3021,水泥制品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-237F304F694BC6F0B2B3,范围外,2022,1462,酱油、食醋及类似制品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-1735747D80A155BFEB3F,范围外,2022,1432,速冻食品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-E0ADFC8E4858D3858711,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA003,9,[]
SRC-RAW-440F3ECCAE0DC6816F0D,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA003,9,[]
SRC-RAW-567469B6C14722E901FA,范围外,2022,2021,胶合板制造,燃生物质锅炉,DA002,0,[]
SRC-RAW-98E35115D3320CE87397,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-FD4B863F65E402FDD564,工业锅炉,2022,3031,粘土砖瓦及建筑砌块制造,燃煤锅炉,DA001,9,[]
SRC-RAW-865D9817DE80D539D687,范围外,2022,2613,无机盐制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-542B3513E63154D16D1D,工业锅炉,2022,1469,其他调味品、发酵制品制造,燃煤锅炉,DA009,9,[]
SRC-RAW-02697E2FE98C77B87E94,范围外,2022,1469,其他调味品、发酵制品制造,燃生物质锅炉,DA010,0,[]
SRC-RAW-E40ACDE71839A4AE4E29,范围外,2022,2613,无机盐制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-373A8E4918264F073404,范围外,2022,1512,白酒制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-4CB5C226695733B6A545,范围外,2022,1392,豆制品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-3849744CF35680D69899,工业锅炉,2022,2643,工业颜料制造,燃煤锅炉,DA001,9,[]
SRC-RAW-9B1503304022BD8F5271,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA004,9,[]
SRC-RAW-107E66457B290A66896E,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA007,9,[]
SRC-RAW-F2F8DADCB1D987405BE4,工业锅炉,2022,2614,有机化学原料制造,燃气锅炉,DA001,9,[]
SRC-RAW-378A0F9988A42417514E,范围外,2022,2641,涂料制造,,DA006,0,[]
SRC-RAW-AB516FA9110B4F49D108,工业锅炉,2022,1351,牲畜屠宰,燃油锅炉,DA001,9,[]
SRC-RAW-0C7F63734FD5691ADE31,工业锅炉,2022,1351,牲畜屠宰,燃油锅炉,DA001,9,[]
SRC-RAW-6DF98CE5EF2C12FF9314,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA009,9,[]
SRC-RAW-D3CD451518F39C158D31,工业锅炉,2022,2662,专项化学用品制造,燃气锅炉,DA002,9,[]
SRC-RAW-02789BCCC8D9114960B9,范围外,2022,2651,初级形态塑料及合成树脂制造,,DA002,0,[]
SRC-RAW-0490BAAC3E02B5F1FC22,工业锅炉,2022,2624,复混肥料制造,燃气锅炉,DA001,9,[]
SRC-RAW-18D7E919F7702C9BE853,工业锅炉,2022,2922,塑料板、管、型材制造,燃气锅炉,DA001,9,[]
SRC-RAW-986397160354A344E9B5,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA005,9,[]
SRC-RAW-E2617F195B32E35F912D,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA005,9,[]
SRC-RAW-D5D0170C0A24F1997AD9,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA002,9,[]
SRC-RAW-1325ADBEA0D8A1BFF7C7,工业锅炉,2022,3033,防水建筑材料制造,燃气锅炉,DA001,9,[]
SRC-RAW-1FE2FCBBE02A85BCE7CE,工业锅炉,2022,3033,防水建筑材料制造,燃气锅炉,DA001,9,[]
SRC-RAW-06E55439634124AB5EF1,工业锅炉,2022,2669,其他专用化学产品制造,燃油锅炉,DA002,9,[]
SRC-RAW-0017158B48D71BDA30D7,范围外,2022,3392,有色金属铸造,燃生物质锅炉,DA001,0,[]
SRC-RAW-581D9DB0EE9A28238395,工业锅炉,2022,2666,环境污染处理专用药剂材料制造,燃油锅炉,DA002,9,[]
SRC-RAW-54458C5D1C2B139E9B70,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-CF1366157DFB87A39579,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA001,9,[]
SRC-RAW-1809F17B07D351D516C3,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA001,9,[]
SRC-RAW-D95F9FB0340E632FC61F,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA005,9,[]
SRC-RAW-7C1290C7B0BFB34ABEF8,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA002,9,[]
SRC-RAW-77DB23F913E94C680EDD,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA002,9,[]
SRC-RAW-A714119231352C3701CC,工业锅炉,2022,3120,炼钢,其他锅炉,DA023,9,[]
SRC-RAW-5AD00ACC070C40BA8C57,工业锅炉,2022,2641,涂料制造,燃油锅炉,DA001,9,[]
SRC-RAW-E9B025C284FF713353DE,工业锅炉,2022,2614,有机化学原料制造,燃气锅炉,DA002,9,[]
SRC-RAW-F434E28EA134CE062D18,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-F16F3E3B477FFFA96A55,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA002,9,[]
SRC-RAW-3B13F65A0E4075722C8F,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃油锅炉,DA002,9,[]
SRC-RAW-7CB08E19975D23C2E306,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃油锅炉,DA003,9,[]
SRC-RAW-FEAE12D46BB1021E6727,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA001,9,[]
SRC-RAW-5EE33DD9C84DBAC1C218,范围外,2022,2663,林产化学产品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-CF269C27415335EE681D,范围外,2022,2663,林产化学产品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-34289F2CCB4FE1F7460B,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA008,9,[]
SRC-RAW-D99B12B6D615A14FAD66,范围外,2022,1495,食品及饲料添加剂制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-B6C860326E46A79FD296,工业锅炉,2022,1495,食品及饲料添加剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-476B23B7AFF52F0D0172,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA001,9,[]
SRC-RAW-96F89BB14FF518ACFB9B,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA003,9,[]
SRC-RAW-32F4561AA7523CA7DE45,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA003,9,[]
SRC-RAW-728F1913DAFA8D7EE084,范围外,2022,3211,铜冶炼,燃生物质锅炉,DA002,0,[]
SRC-RAW-6977CEB5139038A34DE0,工业锅炉,2022,3034,隔热和隔音材料制造,燃气锅炉,DA001,9,[]
SRC-RAW-D487B573FE4C1AF26DA6,范围外,2022,1371,蔬菜加工,燃生物质锅炉,DA803,0,[]
SRC-RAW-1B2C8C33FC9957FBB380,工业锅炉,2022,2641,涂料制造,燃油锅炉,DA002,9,[]
SRC-RAW-A53044EE4F60A3001211,工业锅炉,2022,2922,塑料板、管、型材制造,燃气锅炉,DA001,9,[]
SRC-RAW-15AC39CACC27615608A5,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA001,9,[]
SRC-RAW-E7C8354552BDBDDEDB95,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA003,9,[]
SRC-RAW-E99F31494EE0DD7DC9A5,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA002,9,[]
SRC-RAW-566D22952252E2C6F352,工业锅炉,2022,1713,棉印染精加工,燃煤锅炉,DA001,9,[]
SRC-RAW-E4CEDC445F1ABD161EF4,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA001,9,[]
SRC-RAW-8C43AA9999C88217A877,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA001,9,[]
SRC-RAW-624B911436998F4906D6,工业锅炉,2022,2619,其他基础化学原料制造,燃气锅炉,DA001,9,[]
SRC-RAW-08AB7700E376A1350283,范围外,2022,1525,固体饮料制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-E6FACE2232B1B2CBB651,工业锅炉,2022,3213,镍钴冶炼,燃气锅炉,DA026,9,[]
SRC-RAW-B144ABD92C793897B636,工业锅炉,2022,3213,镍钴冶炼,燃气锅炉,DA025,9,[]
SRC-RAW-B5F7C431E14116826BBB,工业锅炉,2022,2631,化学农药制造,燃气锅炉,DA041,9,[]
SRC-RAW-4BD8DA8006C9946F2D7D,工业锅炉,2022,2631,化学农药制造,燃气锅炉,DA041,9,[]
SRC-RAW-C570CD2EAB42876D5C20,范围外,2022,1340,制糖业,燃生物质锅炉,DA002,0,[]
SRC-RAW-A4076ED63C2D9486E78B,范围外,2022,1340,制糖业,燃生物质锅炉,DA002,0,[]
SRC-RAW-C920002958236F8CEC7E,工业锅炉,2022,1752,化纤织物染整精加工,燃气锅炉,DA006,9,[]
SRC-RAW-3DC8FBA6AF4B7E98D47D,范围外,2022,1741,缫丝加工,燃生物质锅炉,DA001,0,[]
SRC-RAW-CEF447937020A306DEB9,工业锅炉,2022,2614,有机化学原料制造,燃油锅炉,DA001,9,[]
SRC-RAW-48EC88DCAB198382370E,工业锅炉,2022,1713,棉印染精加工,燃煤锅炉,DA002,9,[]
SRC-RAW-4025592753DA85EF7DF1,范围外,2022,1713,棉印染精加工,,DA002,0,[]
SRC-RAW-C4F7D42DB91219DE905C,范围外,2022,1713,棉印染精加工,,DA002,0,[]
SRC-RAW-DAF125EAE9DF77C295A7,工业锅炉,2022,3039,其他建筑材料制造,燃煤锅炉,DA001,9,[]
SRC-RAW-7676DCFD83534C580468,工业锅炉,2022,3031,粘土砖瓦及建筑砌块制造,其他锅炉,DA001,9,[]
SRC-RAW-6258359054B6F82FB16A,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA001,9,[]
SRC-RAW-D019D5FE0A2FB083A271,工业锅炉,2022,2662,专项化学用品制造,燃气锅炉,DA002,9,[]
SRC-RAW-82119310428DC8DF3F0A,火电热力,2022,4412,热电联产,燃气锅炉,DA004,9,[]
SRC-RAW-68D0B4013C99C4CD0171,火电热力,2022,4412,热电联产,燃气锅炉,DA005,9,[]
SRC-RAW-D8418E63C24DD4262209,范围外,2022,2029,其他人造板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-D3DFCE6419ABCB43AF1F,范围外,2022,1469,其他调味品、发酵制品制造,,DA001,0,[]
SRC-RAW-E58348F1FE5F86BF03BC,范围外,2022,2651,初级形态塑料及合成树脂制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-177FD00257652B5476F8,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA005,9,[]
SRC-RAW-8917622DBFA5CD075805,工业锅炉,2022,2613,无机盐制造,燃煤锅炉,DA001,9,[]
SRC-RAW-60F51185D1AF15D52801,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-0ADD776327A78030758D,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA002,9,[]
SRC-RAW-112558671E36FAB5E1CF,工业锅炉,2022,2613,无机盐制造,燃煤锅炉,DA001,9,[]
SRC-RAW-2412BC857088A56969EE,范围外,2022,2641,涂料制造,,DA001,0,[]
SRC-RAW-91620BE2B44685C1C55F,工业锅炉,2022,3099,其他非金属矿物制品制造,燃煤锅炉,DA641,9,[]
SRC-RAW-9959AA4A0F89584856E2,范围外,2022,2221,机制纸及纸板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-F23D2AF8B938FF62D7A6,工业锅炉,2022,3985,电子专用材料制造,燃煤锅炉,DA023,9,[]
SRC-RAW-F7434B6724EF06966D1C,工业锅炉,2022,3985,电子专用材料制造,燃煤锅炉,DA023,9,[]
SRC-RAW-9E084D0AE14ED7F886A8,工业锅炉,2022,1392,豆制品制造,燃煤锅炉,DA001,9,[]
SRC-RAW-DCE0AC2AE66EE542A009,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA005,9,[]
SRC-RAW-A4E76861B8A9DBD3119A,范围外,2022,2925,塑料人造革、合成革制造,燃生物质锅炉,DA007,0,[]
SRC-RAW-544168DF6C6C3143EDE7,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA006,9,[]
SRC-RAW-8A52B7E5ABDC8F96B7D2,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA003,9,[]
SRC-RAW-18480588224FDE048156,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA006,9,[]
SRC-RAW-3AABAD1AD13CF298D763,工业锅炉,2022,1351,牲畜屠宰,燃气锅炉,DA003,9,[]
SRC-RAW-ADB75F878B30A514B388,工业锅炉,2022,1351,牲畜屠宰,燃气锅炉,DA003,9,[]
SRC-RAW-41842B71471AFC2B36A2,火电热力,2022,4411,火力发电,燃气轮机,DA001,9,[]
SRC-RAW-1CE9A3E08D2C3E61ADF5,火电热力,2022,4411,火力发电,燃气轮机,DA002,9,[]
SRC-RAW-1156C8A82BE921EABAEF,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA042,9,[]
SRC-RAW-437BC51C90297A6E9696,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA043,9,[]
SRC-RAW-98505049E8DDE3B976E1,范围外,2022,1352,禽类屠宰,燃生物质锅炉,DA001,0,[]
SRC-RAW-D40C6895942CBD25AB26,范围外,2022,1352,禽类屠宰,燃生物质锅炉,DA001,0,[]
SRC-RAW-F1614FAC9E61196C209A,范围外,2022,1352,禽类屠宰,燃生物质锅炉,DA001,0,[]
SRC-RAW-979B88F4FD8A843751A0,范围外,2022,1352,禽类屠宰,燃生物质锅炉,DA001,0,[]
SRC-RAW-6753F865CA4ED8E8C7F7,工业锅炉,2022,3899,其他未列明电气机械及器材制造,燃油锅炉,DA001,9,[]
SRC-RAW-F68CCA08C468E71A5F62,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA072,9,[]
SRC-RAW-A0372DE6BD72CDCED68C,工业锅炉,2022,3399,其他未列明金属制品制造,燃气锅炉,DA004,9,[]
SRC-RAW-39DD1CA8C27CD4DF3D08,工业锅炉,2022,3399,其他未列明金属制品制造,燃气锅炉,DA004,9,[]
SRC-RAW-1956480C1A535958881F,工业锅炉,2022,1495,食品及饲料添加剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-502340E0253639A76C43,工业锅炉,2022,1495,食品及饲料添加剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-7D17B0B311225BD97BD5,工业锅炉,2022,1523,果菜汁及果菜汁饮料制造,燃气锅炉,DA021,9,[]
SRC-RAW-BE0E596214E2EC4AEE4C,工业锅炉,2022,1763,针织或钩针编织品制造,燃气锅炉,DA001,9,[]
SRC-RAW-AFE601866F51A8AFA14C,工业锅炉,2022,1761,针织或钩针编织物织造,燃油锅炉,DA001,9,[]
SRC-RAW-2AF8DD41D3B4B0583349,工业锅炉,2022,1761,针织或钩针编织物织造,燃油锅炉,DA001,9,[]
SRC-RAW-F29AC4C653CC90A910B4,范围外,2022,4419,其他电力生产,燃生物质锅炉,DA001,0,[]
SRC-RAW-4F0DB8EE1D2378636A3A,范围外,2022,4419,其他电力生产,燃生物质锅炉,DA001,0,[]
SRC-RAW-F25CD710BE7389F3A357,范围外,2022,4419,其他电力生产,燃生物质锅炉,DA001,0,[]
SRC-RAW-11A45A205215F279C7A6,范围外,2022,4419,其他电力生产,燃生物质锅炉,DA002,0,[]
SRC-RAW-1A5E588FE21A8AE0CAE0,范围外,2022,4419,其他电力生产,燃生物质锅炉,DA002,0,[]
SRC-RAW-87716C0E74849E3961EE,工业锅炉,2022,1432,速冻食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-FF3BE0593D44F0A7B32C,范围外,2022,2812,人造纤维（纤维素纤维）制造,燃气轮机,DA001,0,[]
SRC-RAW-B63B8743B35571F7113F,工业锅炉,2022,1431,米、面制品制造,燃气锅炉,DA003,9,[]
SRC-RAW-5471095FAF3FDB88E699,工业锅炉,2022,1431,米、面制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-CFB84B109B4D712A6EE4,工业锅炉,2022,2319,包装装潢及其他印刷,燃气锅炉,DA005,9,[]
SRC-RAW-968567C43C72F0E8EC36,工业锅炉,2022,2221,机制纸及纸板制造,燃煤锅炉,DA001,9,[]
SRC-RAW-027A73A812B833F5B2AD,工业锅炉,2022,1829,其他针织或钩针编织服装制造,燃气锅炉,DA001,9,[]
SRC-RAW-2764B878824035562904,工业锅炉,2022,2221,机制纸及纸板制造,燃煤锅炉,DA679,9,[]
SRC-RAW-DC7D44874A7DF9C1D655,工业锅炉,2022,2221,机制纸及纸板制造,燃煤锅炉,DA679,9,[]
SRC-RAW-4EACAA6186F431AB1110,工业锅炉,2022,1819,其他机织服装制造,燃气锅炉,DA001,9,[]
SRC-RAW-18DBF692CFF90D52800B,工业锅炉,2022,2919,其他橡胶制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-E9E4373204BDCA83D694,工业锅炉,2022,1762,针织或钩针编织物印染精加工,燃气锅炉,DA001,9,[]
