源ID,源类,基102原表行号,污染物,B0参照总量表记录行号,当前终态,当前产生量_吨每年,当前排放量_吨每年,按现协议应有终态,按现协议产生量_吨每年,按现协议排放量_吨每年,按现协议原因码,非空脱硝记录数,被用于NH3判定的其他治理文本,问题归属,影响说明
SRC-RAW-1B4454155E3E441B9D8D,工业锅炉,2990,NH3,4666,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+旋转喷雾干燥法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-73110D32EB4CDA304ABB,工业锅炉,2992,NH3,19021,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘+其他（湿法脱硫协同）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-1EB7C13F069907F85625,火电热力,2997,NH3,5197,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘法+袋式除尘法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-3873ED2380D11ED91A77,火电热力,2998,NH3,9157,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘法+袋式除尘法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-93CE55C0174278EDEF6C,工业锅炉,3073,NH3,24376,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+S12其他（钠碱法）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-19243970285876D8A16A,火电热力,3124,NH3,4243,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,石灰石/石膏法+石灰石/石膏法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-36EAF9C679177C3289B0,火电热力,3125,NH3,8842,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,石灰石/石膏法+石灰石/石膏法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-8CA8D5C1B75AFE3065FA,工业锅炉,3126,NH3,23323,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+石灰石/石膏法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-25D8A18C654764C34610,工业锅炉,3127,NH3,6205,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+石灰石/石膏法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-FBC6A863EC966C6D4697,工业锅炉,3167,NH3,41071,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,单筒（多筒并联）旋风,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-0109432DE0E295CD5108,火电热力,3188,NH3,157,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）+静电除尘+其他（湿法脱硫协同）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-FCE03F847AF31F5EF8CA,火电热力,3189,NH3,41323,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）+静电除尘+其他（湿法脱硫协同）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-994B355570EDFB2B8E4A,火电热力,3191,NH3,25321,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,石灰石/石膏法+石灰石/石膏法+石灰石/石膏法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-2031C9CF41A78A40DCC9,火电热力,3192,NH3,5521,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,石灰石/石膏法+石灰石/石膏法+石灰石/石膏法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-0CE8D8ABDD013A9A4978,火电热力,3193,NH3,2146,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,石灰石/石膏法+石灰石/石膏法+石灰石/石膏法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-820EE5B241C017792DBD,工业锅炉,3229,NH3,21523,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-24E2C8F85D041A7DDEA0,工业锅炉,3355,NH3,6061,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘法+袋式除尘+袋式除尘法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-8377125F18F12506D367,工业锅炉,3439,NH3,21829,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-A070D68673392E11AE9E,工业锅炉,3453,NH3,26608,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-5370869516B1CF95C5AB,工业锅炉,3454,NH3,13630,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-67410B8672B15BCF6B7D,工业锅炉,3475,NH3,17095,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘+袋式除尘+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-D2F4F92D0954B6DA756E,工业锅炉,3476,NH3,34285,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘+袋式除尘+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-38D55BB8E485BFCBEC71,工业锅炉,3477,NH3,9229,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘+袋式除尘+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-D4530217F879F9441125,工业锅炉,3551,NH3,34546,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-11106FC4ED2D1C1D77C3,工业锅炉,3613,NH3,2857,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,离心水膜+离心水膜,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-69B1D469AF1B6A7C5298,工业锅炉,3614,NH3,17518,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,离心水膜+离心水膜,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-57AC888C3400CDB174B6,工业锅炉,3620,NH3,14431,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,氨法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-1B95D2CA3FCBF36608A1,工业锅炉,3755,NH3,4711,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-A76B7757E313A9932413,工业锅炉,3756,NH3,27607,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-047C6273DD06796C5C23,工业锅炉,3771,NH3,742,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-4FA3C26E8875FD34E1E8,工业锅炉,3772,NH3,13045,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-B6B4839CDCF33FE98EFA,工业锅炉,3839,NH3,30001,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,电袋组合,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-2CA83F3109A175A47C42,工业锅炉,3854,NH3,7267,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-9DB0FCA44BB323504B82,工业锅炉,3910,NH3,26068,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+石灰石/石膏法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-52E07F5C31FBAB39185B,工业锅炉,3945,NH3,13513,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-5DD8916B496891A18FEE,工业锅炉,3996,NH3,15502,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+（炉内脱硫）+双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-BE2999A8F9E6B8742D32,工业锅炉,3997,NH3,31216,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+（炉内脱硫）+双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-E18FF30F3E908AAEF694,工业锅炉,3998,NH3,36805,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+（炉内脱硫）+双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-728FC7518876112004D5,工业锅炉,4063,NH3,18922,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘+双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-10A13A1E06AB380CB6A7,工业锅炉,4089,NH3,2794,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,石灰石/石膏法+喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-D374030AB2314D664E08,工业锅炉,4090,NH3,34384,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,石灰石/石膏法+喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-D4572E2B07FC911E6C1A,工业锅炉,4113,NH3,34555,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-86D92D6F395BAB605153,工业锅炉,4201,NH3,22369,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-42641097AF253E1615D3,工业锅炉,4241,NH3,10849,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-B489222605488C21FC3D,工业锅炉,4267,NH3,29560,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+喷淋塔/冲击水浴+喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-78D3BC298F6AC43A9719,工业锅炉,4268,NH3,19903,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+双碱法+（炉内脱硫）+双碱法+喷淋塔/冲击水浴+喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-6BBB6246129B49B9361A,工业锅炉,4276,NH3,17833,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-B186FE87FB747B3754C6,工业锅炉,4320,NH3,29164,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（钠碱法）+静电除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-E64D8F17B7357640302C,工业锅炉,4321,NH3,37462,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（钠碱法）+静电除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-FD4B863F65E402FDD564,工业锅炉,4341,NH3,41422,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-6977CEB5139038A34DE0,工业锅炉,4391,NH3,17446,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,单筒（多筒并联）旋风,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-177FD00257652B5476F8,工业锅炉,4424,NH3,3937,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+烟气循环流化床法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-8917622DBFA5CD075805,工业锅炉,4425,NH3,22738,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+双碱法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-3D447F563FD56393747F,工业锅炉,4653,NH3,9949,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-C59491EDFED61D0E73D3,工业锅炉,4654,NH3,32449,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-C92A6E51F7F310987024,工业锅炉,4713,NH3,32881,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-CE555635AE9F9797CA9F,工业锅炉,4714,NH3,33628,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-8F3B3285E68C5A270956,工业锅炉,4720,NH3,23710,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-57142DC32337D97DC9E7,工业锅炉,4726,NH3,14323,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,机械+湿法除尘法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-00E7BEC8F8799AA05E4A,工业锅炉,4746,NH3,130,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-872F6190ACC778432063,工业锅炉,4801,NH3,22459,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-6D24301ECC1E21094090,工业锅炉,4802,NH3,17950,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-8D95AD6EB9A6CE348150,工业锅炉,4809,NH3,23467,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,烟气循环流化床法+喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-AB14C7FE3226BB7D238F,工业锅炉,4936,NH3,28111,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（钠碱法）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-9EDFF7B342D0739CDFDC,工业锅炉,5585,NH3,26248,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,S12其他（钠碱法）+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-19F29C27AD2E001F344F,工业锅炉,5586,NH3,4405,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,S12其他（钠碱法）+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-4540BCF82A79B69A567F,工业锅炉,5610,NH3,11389,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-4C0BDE0CCA087EB15958,工业锅炉,5612,NH3,12496,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-4263AB27DE2F4F9EB23B,工业锅炉,5619,NH3,10840,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+S12其他（钠碱法）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-DDF4A4858D074AF5425B,工业锅炉,5637,NH3,36139,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-63B565D0214106A5D802,工业锅炉,5640,NH3,16438,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-0F2CBC418F77493D94E7,工业锅炉,5655,NH3,2515,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-AB46241366457230291D,工业锅炉,5657,NH3,28156,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-872E0D391E4E1F842011,工业锅炉,5662,NH3,22450,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（钠碱法）+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-2DABEFC5089720627DB1,工业锅炉,5670,NH3,7402,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-0364C1615A4478B5D6AF,工业锅炉,5681,NH3,553,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-D79EC20C19DEBBACC31C,工业锅炉,5687,NH3,35131,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴+（炉内脱硫）+S12其他（钠碱法）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-712FE57A8849B9C9CF74,工业锅炉,5688,NH3,18688,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,炉内脱硫（炉内喷钙）+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-2DA4D71C571331BA6F84,火电热力,5694,NH3,7384,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-84F5F5E88705396F1B23,火电热力,5695,NH3,22099,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-5579BBBBB608C011246B,火电热力,5696,NH3,14080,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-FC0E5288D1798D7EE1AD,火电热力,5697,NH3,41134,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）+其他（湿法脱硫除尘一体化）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-9F28544720C1E6ECE479,工业锅炉,5703,NH3,26329,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘+（炉内脱硫）+双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-A0467A4ED685BDA82EB3,工业锅炉,5728,NH3,26563,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,S12其他（钠碱法）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-62C8F8D457720083A379,工业锅炉,5761,NH3,16312,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-0BAE74BA2397CF47D951,工业锅炉,5799,NH3,1930,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
